Generation,Fitness,amp_1,amp_2,amp_3,amp_4,phase_1,phase_2,phase_3,phase_4
0.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
1.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
2.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
3.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
4.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
5.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
6.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
7.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
8.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
9.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
10.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
11.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
12.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
13.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
14.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
15.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
16.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
17.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
18.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
19.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
20.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
21.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
22.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
23.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
24.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
25.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
26.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
27.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
28.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
29.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
30.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
31.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
32.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
33.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
34.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
35.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
36.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
37.0,53.552838039212354,-1.5596644332774323,1.5042784654491475,1.432134474373611,-1.8622051410095835,-1.4421203265789024,-1.7688786544286361,-0.895578370308786,2.5950364527347056
38.0,59.22174895498614,0.2978155720380826,-1.6642379336249111,-1.2049482384344214,0.8169176809961525,4.2920629471279215,-4.074222378765338,0.6243112533898604,4.167356325509074
39.0,59.22174895498614,0.2978155720380826,-1.6642379336249111,-1.2049482384344214,0.8169176809961525,4.2920629471279215,-4.074222378765338,0.6243112533898604,4.167356325509074
40.0,59.22174895498614,0.2978155720380826,-1.6642379336249111,-1.2049482384344214,0.8169176809961525,4.2920629471279215,-4.074222378765338,0.6243112533898604,4.167356325509074
41.0,59.22174895498614,0.2978155720380826,-1.6642379336249111,-1.2049482384344214,0.8169176809961525,4.2920629471279215,-4.074222378765338,0.6243112533898604,4.167356325509074
42.0,59.22174895498614,0.2978155720380826,-1.6642379336249111,-1.2049482384344214,0.8169176809961525,4.2920629471279215,-4.074222378765338,0.6243112533898604,4.167356325509074
43.0,59.22174895498614,0.2978155720380826,-1.6642379336249111,-1.2049482384344214,0.8169176809961525,4.2920629471279215,-4.074222378765338,0.6243112533898604,4.167356325509074
44.0,59.22174895498614,0.2978155720380826,-1.6642379336249111,-1.2049482384344214,0.8169176809961525,4.2920629471279215,-4.074222378765338,0.6243112533898604,4.167356325509074
45.0,59.22174895498614,0.2978155720380826,-1.6642379336249111,-1.2049482384344214,0.8169176809961525,4.2920629471279215,-4.074222378765338,0.6243112533898604,4.167356325509074
46.0,59.22174895498614,0.2978155720380826,-1.6642379336249111,-1.2049482384344214,0.8169176809961525,4.2920629471279215,-4.074222378765338,0.6243112533898604,4.167356325509074
47.0,59.22174895498614,0.2978155720380826,-1.6642379336249111,-1.2049482384344214,0.8169176809961525,4.2920629471279215,-4.074222378765338,0.6243112533898604,4.167356325509074
48.0,59.22174895498614,0.2978155720380826,-1.6642379336249111,-1.2049482384344214,0.8169176809961525,4.2920629471279215,-4.074222378765338,0.6243112533898604,4.167356325509074
49.0,59.22174895498614,0.2978155720380826,-1.6642379336249111,-1.2049482384344214,0.8169176809961525,4.2920629471279215,-4.074222378765338,0.6243112533898604,4.167356325509074
50.0,59.22174895498614,0.2978155720380826,-1.6642379336249111,-1.2049482384344214,0.8169176809961525,4.2920629471279215,-4.074222378765338,0.6243112533898604,4.167356325509074
51.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
52.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
53.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
54.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
55.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
56.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
57.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
58.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
59.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
60.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
61.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
62.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
63.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
64.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
65.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
66.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
67.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
68.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
69.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
70.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
71.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
72.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
73.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
74.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
75.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
76.0,75.10237836901024,1.502220934740302,-0.739240465585246,1.0884095824939757,-1.9963929493168253,-4.609451514654731,3.131134249748073,4.7835331167036745,4.167356325509074
