Generation,Fitness,body_w,body_l,body_h,leg_w1,leg_w2,leg_w3,leg_w4,leg_l1,leg_l2,leg_l3,legl_4,legh_1,legh_2,legh_3,legh_4
0.0,40.88238876586898,4.7963560241715255,0.28984515137913835,2.492326362223103,4.500786079067259,2.1062839785142633,1.1469445929529303,2.104995941690648,4.489466009161838,0.8506685477385545,4.304634923661243,1.784427245141611,3.6229472567724557,1.8485716764540139,2.871368427275839,1.9786810385444231
1.0,40.88238876586898,4.7963560241715255,0.28984515137913835,2.492326362223103,4.500786079067259,2.1062839785142633,1.1469445929529303,2.104995941690648,4.489466009161838,0.8506685477385545,4.304634923661243,1.784427245141611,3.6229472567724557,1.8485716764540139,2.871368427275839,1.9786810385444231
2.0,40.88238876586898,4.7963560241715255,0.28984515137913835,2.492326362223103,4.500786079067259,2.1062839785142633,1.1469445929529303,2.104995941690648,4.489466009161838,0.8506685477385545,4.304634923661243,1.784427245141611,3.6229472567724557,1.8485716764540139,2.871368427275839,1.9786810385444231
3.0,43.635794402240045,1.5768298980638429,4.314682565423397,0.5469054653852484,0.9631788690214715,3.430187612844601,0.932984390404395,3.2246228216277197,3.9872875293338508,4.998990617295284,0.9972552310002225,2.5944116446179284,0.7543906782505522,4.68910188537572,4.330747602773502,1.230490766038812
4.0,43.635794402240045,1.5768298980638429,4.314682565423397,0.5469054653852484,0.9631788690214715,3.430187612844601,0.932984390404395,3.2246228216277197,3.9872875293338508,4.998990617295284,0.9972552310002225,2.5944116446179284,0.7543906782505522,4.68910188537572,4.330747602773502,1.230490766038812
5.0,47.69856517139814,4.7963560241715255,0.28984515137913835,1.9104891209631958,4.500786079067259,2.1062839785142633,1.1469445929529303,2.104995941690648,4.489466009161838,3.558062037672158,4.66952063011136,1.784427245141611,3.6229472567724557,1.8485716764540139,2.871368427275839,2.5433737543367707
6.0,66.06816138538764,4.7963560241715255,0.28984515137913835,1.9104891209631958,3.873649525075657,2.1062839785142633,1.1469445929529303,2.104995941690648,4.489466009161838,3.558062037672158,4.66952063011136,1.784427245141611,3.6229472567724557,0.2426924347980397,2.871368427275839,2.5433737543367707
7.0,66.06816138538764,4.7963560241715255,0.28984515137913835,1.9104891209631958,3.873649525075657,2.1062839785142633,1.1469445929529303,2.104995941690648,4.489466009161838,3.558062037672158,4.66952063011136,1.784427245141611,3.6229472567724557,0.2426924347980397,2.871368427275839,2.5433737543367707
8.0,66.06816138538764,4.7963560241715255,0.28984515137913835,1.9104891209631958,3.873649525075657,2.1062839785142633,1.1469445929529303,2.104995941690648,4.489466009161838,3.558062037672158,4.66952063011136,1.784427245141611,3.6229472567724557,0.2426924347980397,2.871368427275839,2.5433737543367707
9.0,66.06816138538764,4.7963560241715255,0.28984515137913835,1.9104891209631958,3.873649525075657,2.1062839785142633,1.1469445929529303,2.104995941690648,4.489466009161838,3.558062037672158,4.66952063011136,1.784427245141611,3.6229472567724557,0.2426924347980397,2.871368427275839,2.5433737543367707
10.0,66.06816138538764,4.7963560241715255,0.28984515137913835,1.9104891209631958,3.873649525075657,2.1062839785142633,1.1469445929529303,2.104995941690648,4.489466009161838,3.558062037672158,4.66952063011136,1.784427245141611,3.6229472567724557,0.2426924347980397,2.871368427275839,2.5433737543367707
11.0,66.06816138538764,4.7963560241715255,0.28984515137913835,1.9104891209631958,3.873649525075657,2.1062839785142633,1.1469445929529303,2.104995941690648,4.489466009161838,3.558062037672158,4.66952063011136,1.784427245141611,3.6229472567724557,0.2426924347980397,2.871368427275839,2.5433737543367707
12.0,66.06816138538764,4.7963560241715255,0.28984515137913835,1.9104891209631958,3.873649525075657,2.1062839785142633,1.1469445929529303,2.104995941690648,4.489466009161838,3.558062037672158,4.66952063011136,1.784427245141611,3.6229472567724557,0.2426924347980397,2.871368427275839,2.5433737543367707
13.0,66.06816138538764,4.7963560241715255,0.28984515137913835,1.9104891209631958,3.873649525075657,2.1062839785142633,1.1469445929529303,2.104995941690648,4.489466009161838,3.558062037672158,4.66952063011136,1.784427245141611,3.6229472567724557,0.2426924347980397,2.871368427275839,2.5433737543367707
14.0,66.06816138538764,4.7963560241715255,0.28984515137913835,1.9104891209631958,3.873649525075657,2.1062839785142633,1.1469445929529303,2.104995941690648,4.489466009161838,3.558062037672158,4.66952063011136,1.784427245141611,3.6229472567724557,0.2426924347980397,2.871368427275839,2.5433737543367707
15.0,66.06816138538764,4.7963560241715255,0.28984515137913835,1.9104891209631958,3.873649525075657,2.1062839785142633,1.1469445929529303,2.104995941690648,4.489466009161838,3.558062037672158,4.66952063011136,1.784427245141611,3.6229472567724557,0.2426924347980397,2.871368427275839,2.5433737543367707
16.0,66.06816138538764,4.7963560241715255,0.28984515137913835,1.9104891209631958,3.873649525075657,2.1062839785142633,1.1469445929529303,2.104995941690648,4.489466009161838,3.558062037672158,4.66952063011136,1.784427245141611,3.6229472567724557,0.2426924347980397,2.871368427275839,2.5433737543367707
