Generation,Fitness,amp_1,amp_2,amp_3,amp_4,phase_1,phase_2,phase_3,phase_4
0.0,17.945283635123882,0.13011601519331606,1.530207463843749,1.0669587514492829,1.548296662886159,-2.7578439995647868,1.3651843509983854,-4.176164749145774,-3.762586453590199
1.0,17.945283635123882,0.13011601519331606,1.530207463843749,1.0669587514492829,1.548296662886159,-2.7578439995647868,1.3651843509983854,-4.176164749145774,-3.762586453590199
2.0,17.945283635123882,0.13011601519331606,1.530207463843749,1.0669587514492829,1.548296662886159,-2.7578439995647868,1.3651843509983854,-4.176164749145774,-3.762586453590199
3.0,17.945283635123882,0.13011601519331606,1.530207463843749,1.0669587514492829,1.548296662886159,-2.7578439995647868,1.3651843509983854,-4.176164749145774,-3.762586453590199
4.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
5.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
6.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
7.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
8.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
9.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
10.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
11.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
12.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
13.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
14.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
15.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
16.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
17.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
18.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
19.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
20.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
21.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
22.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
23.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
24.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
25.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
26.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
27.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
28.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
29.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
30.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
31.0,18.349175642499453,0.1395654931624688,-1.5363937005748665,-1.0496128944430985,-1.459363514498448,-0.14448837682913193,1.98159489671384,-4.567644878852947,2.340050189640193
32.0,21.58394901883133,0.13011601519331606,1.530207463843749,1.0669587514492829,1.548296662886159,5.182829549905912,1.3651843509983854,-4.176164749145774,4.991611247165476
33.0,21.58394901883133,0.13011601519331606,1.530207463843749,1.0669587514492829,1.548296662886159,5.182829549905912,1.3651843509983854,-4.176164749145774,4.991611247165476
34.0,21.58394901883133,0.13011601519331606,1.530207463843749,1.0669587514492829,1.548296662886159,5.182829549905912,1.3651843509983854,-4.176164749145774,4.991611247165476
35.0,21.58394901883133,0.13011601519331606,1.530207463843749,1.0669587514492829,1.548296662886159,5.182829549905912,1.3651843509983854,-4.176164749145774,4.991611247165476
36.0,21.58394901883133,0.13011601519331606,1.530207463843749,1.0669587514492829,1.548296662886159,5.182829549905912,1.3651843509983854,-4.176164749145774,4.991611247165476
37.0,21.58394901883133,0.13011601519331606,1.530207463843749,1.0669587514492829,1.548296662886159,5.182829549905912,1.3651843509983854,-4.176164749145774,4.991611247165476
38.0,21.58394901883133,0.13011601519331606,1.530207463843749,1.0669587514492829,1.548296662886159,5.182829549905912,1.3651843509983854,-4.176164749145774,4.991611247165476
39.0,21.58394901883133,0.13011601519331606,1.530207463843749,1.0669587514492829,1.548296662886159,5.182829549905912,1.3651843509983854,-4.176164749145774,4.991611247165476
40.0,21.58394901883133,0.13011601519331606,1.530207463843749,1.0669587514492829,1.548296662886159,5.182829549905912,1.3651843509983854,-4.176164749145774,4.991611247165476
41.0,21.896108176929204,-1.278613962006466,0.12808171544596192,-1.8867621498018594,1.548296662886159,2.3627912667297144,5.911245423169777,-4.232981418313767,-1.330668135641653
42.0,21.896108176929204,-1.278613962006466,0.12808171544596192,-1.8867621498018594,1.548296662886159,2.3627912667297144,5.911245423169777,-4.232981418313767,-1.330668135641653
43.0,21.896108176929204,-1.278613962006466,0.12808171544596192,-1.8867621498018594,1.548296662886159,2.3627912667297144,5.911245423169777,-4.232981418313767,-1.330668135641653
44.0,21.896108176929204,-1.278613962006466,0.12808171544596192,-1.8867621498018594,1.548296662886159,2.3627912667297144,5.911245423169777,-4.232981418313767,-1.330668135641653
